scan_id,exchange,target,pair,net_forward,net_reverse,timestamp,best_direction,left_x_target_rate,right_x_target_rate,pair_rate,scan_time_secs
0,KUCOIN,USDT,OMGETH,-0.19414075355598248,-0.3123220266208926,01:41:12,forward,9.297,3312.03,0.0028125,0.75114
0,KUCOIN,USDT,OMGBTC,-0.22200423754861198,-0.2577649635036705,01:41:12,forward,9.297,55831.3,0.00016689,0.75114
0,KUCOIN,USDT,MANABTC,-0.3305729185864248,-0.28713573223273503,01:41:12,reverse,1.32533,55831.2,2.367e-05,0.75114
0,KUCOIN,USDT,MANAETH,-0.34135331732273455,-0.33926825771694036,01:41:12,reverse,1.32533,3312.02,0.0003988,0.75114
0,KUCOIN,USDT,ETNBTC,-0.23042178868504237,-0.43975406252970695,01:41:12,forward,0.0209999,55831.3,3.77e-07,0.75114
0,KUCOIN,USDT,DGBBTC,-0.3440441360410662,-0.7267452402538566,01:41:12,forward,0.14188,55831.3,2.55e-06,0.75114
0,KUCOIN,USDT,DGBETH,-0.37726458634342874,-0.6070449162608016,01:41:12,forward,0.14188,3312.03,4.3e-05,0.75114
0,KUCOIN,USDT,ENJBTC,-0.1814233508337426,-0.11375689807741063,01:41:12,reverse,2.4862,55831.2,4.448e-05,0.75114
0,KUCOIN,USDT,ENJETH,-0.18419578285648885,-0.15449320247769016,01:41:12,reverse,2.4862,3312.02,0.0007495,0.75114
0,KUCOIN,USDT,SNXETH,-0.37298233254562385,-0.32527068654542024,01:41:12,reverse,17.688079,3312.02,0.0053232,0.75114
0,KUCOIN,USDT,SNXBTC,-0.12333667075699051,-0.2851898614880666,01:41:12,forward,17.637102,55831.3,0.00031629,0.75114
0,KUCOIN,USDT,DASHETH,-0.13358646945345054,-0.1665912736506403,01:41:12,forward,322.69,3312.03,0.09756,0.75114
0,KUCOIN,USDT,DASHBTC,-0.12557674349553682,-0.12174700399466554,01:41:12,reverse,322.93,55831.2,0.005777,0.75114
0,KUCOIN,USDT,EOSKCS,-0.2912481449679927,-0.1185639613133449,01:41:12,reverse,6.3898,14.76,0.4324,0.75114
0,KUCOIN,USDT,ETCETH,-0.27504029688801834,-0.162616541066829,01:41:12,reverse,52.4815,3312.02,0.01582,0.75114
0,KUCOIN,USDT,EOSBTC,-0.07796177813486072,-0.024947510094208702,01:41:12,reverse,6.3898,55831.2,0.00011442,0.75114
0,KUCOIN,USDT,ETCBTC,-0.3139145694870282,-0.10671036460465633,01:41:12,reverse,52.4815,55831.2,0.000939,0.75114
0,KUCOIN,USDT,EOSETH,-0.0706781287915681,-0.014294970108619243,01:41:12,reverse,6.3898,3312.02,0.001929,0.75114
0,KUCOIN,USDT,GASBTC,-1.193517690757373,-1.2654859246061023,01:41:12,forward,15.1003,55831.3,0.00027373,0.75114
0,KUCOIN,USDT,BCHBTC,-0.1023511984434955,-0.08056480110141262,01:41:12,reverse,958.78,55831.2,0.017159,0.75114
0,KUCOIN,USDT,LTCETH,-0.06826908080466154,-0.0491316091994598,01:41:12,reverse,283.582,3312.02,0.08558,0.75114
0,KUCOIN,USDT,LTCBTC,-0.09347635417650269,-0.044783378352664105,01:41:12,reverse,283.582,55831.2,0.005077,0.75114
