scan_id,starting_qty,ending_qty,profit,asset,total_arbitrage_time_secs
4,21.6778188875,21.6778188875,0.0,USDT,2.91457
9,21.6778188875,21.6772937475,-0.0005251400000005901,USDT,8.32319
16,21.6778188875,21.6786381875,0.0008192999999998563,USDT,3.59013
