scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
4,KUCOIN,01:41:19,reverse,buy,ask,POLK-USDT,1.9444,0.3668,0.36686185704278956,True,-0.01039600905162752
4,KUCOIN,01:41:19,reverse,sell,bid,POLK-BTC,0.00003485,0.3668,0.36686185704278956,True,-0.01039600905162752
4,KUCOIN,01:41:19,reverse,sell,bid,BTC-USDT,55787.6,1.278e-05,1.2786465e-05,True,-0.01039600905162752
5,KUCOIN,01:41:24,reverse,buy,ask,ETC-USDT,52.3188,1e-06,1.0023480584417073e-06,False,0.2348058441707268
5,KUCOIN,01:41:24,reverse,sell,bid,ETC-BTC,0.0009390,1e-06,1.0023480584417073e-06,False,0.2348058441707268
5,KUCOIN,01:41:24,reverse,sell,bid,BTC-USDT,55848.4,0.0,9.39e-10,False,0.2348058441707268
6,KUCOIN,01:41:28,forward,buy,ask,BTC-USDT,55863.8,0.0,4.386909e-10,False,0.013168924753115263
6,KUCOIN,01:41:28,forward,buy,ask,SWINGBY-BTC,0.00000683,0.0,6.423e-05,False,0.013168924753115263
6,KUCOIN,01:41:28,forward,sell,bid,SWINGBY-USDT,0.3816,0.0,6.423e-05,False,0.013168924753115263
7,KUCOIN,01:41:30,reverse,buy,ask,ETC-USDT,52.3708,1e-06,1.001166336966401e-06,False,0.11663369664010048
7,KUCOIN,01:41:30,reverse,sell,bid,ETC-BTC,0.0009390,1e-06,1.001166336966401e-06,False,0.11663369664010048
7,KUCOIN,01:41:30,reverse,sell,bid,BTC-USDT,55838.0,0.0,9.39e-10,False,0.11663369664010048
8,KUCOIN,01:41:32,reverse,buy,ask,BEPRO-USDT,0.01347389,0.0077,0.0077,False,0.09070877081525097
8,KUCOIN,01:41:32,reverse,sell,bid,BEPRO-BTC,0.0000002416,0.0077,0.0077,False,0.09070877081525097
8,KUCOIN,01:41:32,reverse,sell,bid,BTC-USDT,55820.0,0.0,1.858634055893945e-09,False,0.09070877081525097
9,KUCOIN,01:41:35,reverse,buy,ask,ETC-USDT,52.3297,0.025541,0.025541606279439782,True,-0.03676459066267457
9,KUCOIN,01:41:35,reverse,sell,bid,ETC-BTC,0.0009390,0.025541,0.025541606279439782,True,-0.03676459066267457
9,KUCOIN,01:41:35,reverse,sell,bid,BTC-USDT,55827.6,2.394e-05,2.3941287000000002e-05,True,-0.03676459066267457
16,KUCOIN,01:41:56,forward,buy,ask,BTC-USDT,55811.7,0.00037852,0.0003785296226396974,True,-0.2521054348896712
16,KUCOIN,01:41:56,forward,buy,ask,EQZ-BTC,0.00004620,8.193,8.193281875318126,True,-0.2521054348896712
16,KUCOIN,01:41:56,forward,sell,bid,EQZ-USDT,2.5720,8.193,8.193281875318126,True,-0.2521054348896712
