scan_id,starting_qty,ending_qty,profit,asset,total_arbitrage_time_secs
0,41.824569245,41.824569245,0.0,USDT,5.80422
2,41.824569245,41.824569245,0.0,USDT,5.3875
11,41.824569245,41.825915645,0.0013464000000027454,USDT,9.11579
14,41.824569245,41.837349245,0.012779999999999347,USDT,5.10491
