scan_id,exchange,target,pair,net_forward,net_reverse,timestamp,best_direction,left_x_target_rate,right_x_target_rate,pair_rate,scan_time_secs
0,KUCOIN,USDT,OMGETH,-0.2723620250387193,-0.22254085259030276,23:29:32,reverse,11.987,4119.42,0.0029034,0.68274
0,KUCOIN,USDT,OMGBTC,-0.2769723746557484,-0.22706395261532508,23:29:32,reverse,11.987,58932.6,0.00020294,0.68274
0,KUCOIN,USDT,MANABTC,-0.11474212944702078,-0.3312794569758415,23:29:32,forward,1.4834,58932.7,2.52e-05,0.68274
0,KUCOIN,USDT,MANAETH,-0.1667970271545749,-0.3462228471096451,23:29:32,forward,1.4834,4119.43,0.0003607,0.68274
0,KUCOIN,USDT,ETNBTC,-0.32809869847192363,-0.45272985451694225,23:29:32,forward,0.0228731,58932.7,3.894e-07,0.68274
0,KUCOIN,USDT,DGBBTC,-0.5055501869081103,-0.5733540570699858,23:29:32,forward,0.150105,58932.7,2.56e-06,0.68274
0,KUCOIN,USDT,DGBETH,-0.44182063545877837,-0.40192890164194583,23:29:32,reverse,0.150552,4119.42,3.64e-05,0.68274
0,KUCOIN,USDT,ENJBTC,-0.22258457742949656,-0.16673647610574438,23:29:32,reverse,2.4734,58932.6,4.19e-05,0.68274
0,KUCOIN,USDT,ENJETH,-0.25179189699523485,-0.30384038166085814,23:29:32,forward,2.4679,4119.43,0.0006006,0.68274
0,KUCOIN,USDT,SNXETH,-0.35182647777988185,-0.13964968401809497,23:29:32,reverse,18.229999,4119.42,0.0044192,0.68274
0,KUCOIN,USDT,SNXBTC,-0.15986347291235825,-0.13784714963505085,23:29:32,reverse,18.229999,58932.6,0.00030891,0.68274
0,KUCOIN,USDT,DASHETH,-0.10081884285281228,-0.09601680317289363,23:29:32,reverse,426.11,4119.42,0.10334,0.68274
0,KUCOIN,USDT,DASHBTC,-0.05921816918895706,-0.1308806176808841,23:29:32,forward,425.89,58932.7,0.007231,0.68274
0,KUCOIN,USDT,EOSKCS,-0.08577106841696214,0.03836665836998154,23:29:32,reverse,10.8477,13.343,0.8133,0.68274
0,KUCOIN,USDT,ETCETH,-0.30116149261624203,-0.0870824791955549,23:29:32,reverse,127.8092,4119.42,0.030999,0.68274
0,KUCOIN,USDT,EOSBTC,-0.049763571764993575,-0.059541690865350105,23:29:32,forward,10.8447,58932.7,0.00018411,0.68274
