scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
0,KUCOIN,23:18:05,reverse,buy,ask,MIR-USDT,10.251,0.124,0.12405673280655546,True,0.36952492439763507
0,KUCOIN,23:18:05,reverse,sell,bid,MIR-KCS,0.7736,0.124,0.12405673280655546,True,0.36952492439763507
0,KUCOIN,23:18:05,reverse,sell,bid,KCS-USDT,13.300,0.0956,0.09561696,True,0.36952492439763507
2,KUCOIN,23:18:15,reverse,buy,ask,MIR-USDT,10.251,0.1465,0.14658300936494004,True,0.33060189249831673
2,KUCOIN,23:18:15,reverse,sell,bid,MIR-KCS,0.7733,0.1465,0.14658300936494004,True,0.33060189249831673
2,KUCOIN,23:18:15,reverse,sell,bid,KCS-USDT,13.300,0.1129,0.11297913000000001,True,0.33060189249831673
3,KUCOIN,23:18:22,reverse,buy,ask,MIR-USDT,10.256,0.0322,0.03229279446177847,False,0.23735276911076575
3,KUCOIN,23:18:22,reverse,sell,bid,MIR-KCS,0.7733,0.0322,0.03229279446177847,True,0.23735276911076575
3,KUCOIN,23:18:22,reverse,sell,bid,KCS-USDT,13.301,0.0248,0.024899999999999995,True,0.23735276911076575
11,KUCOIN,23:18:44,reverse,buy,ask,MIR-USDT,10.256,0.2185,0.21853385768330733,True,0.24488884555382562
11,KUCOIN,23:18:44,reverse,sell,bid,MIR-KCS,0.7731,0.2185,0.21853385768330733,True,0.24488884555382562
11,KUCOIN,23:18:44,reverse,sell,bid,KCS-USDT,13.302,0.1684,0.1684922,True,0.24488884555382562
14,KUCOIN,23:19:00,reverse,buy,ask,MIR-USDT,10.256,0.8314,0.8314003380947738,True,0.2532663806552149
14,KUCOIN,23:19:00,reverse,sell,bid,MIR-KCS,0.7725,0.8314,0.8314003380947738,True,0.2532663806552149
14,KUCOIN,23:19:00,reverse,sell,bid,KCS-USDT,13.310,0.6406,0.64063425,True,0.2532663806552149
15,KUCOIN,23:19:06,reverse,buy,ask,MIR-USDT,10.256,0.086,0.08603501212948517,False,0.39091263650545827
15,KUCOIN,23:19:06,reverse,sell,bid,MIR-KCS,0.7725,0.0859,0.08603501212948517,True,0.39091263650545827
15,KUCOIN,23:19:06,reverse,sell,bid,KCS-USDT,13.330,0.0661,0.06619467999999999,True,0.39091263650545827
16,KUCOIN,23:19:09,reverse,buy,ask,MIR-USDT,10.256,0.086,0.08603501212948517,False,0.39091263650545827
16,KUCOIN,23:19:09,reverse,sell,bid,MIR-KCS,0.7724,0.0859,0.08603501212948517,True,0.39091263650545827
16,KUCOIN,23:19:09,reverse,sell,bid,KCS-USDT,13.330,0.0661,0.06619467999999999,True,0.39091263650545827
17,KUCOIN,23:19:11,reverse,buy,ask,MIR-USDT,10.256,0.086,0.08604146636895474,False,0.3984438377534927
17,KUCOIN,23:19:11,reverse,sell,bid,MIR-KCS,0.7724,0.0859,0.08604146636895474,True,0.3984438377534927
17,KUCOIN,23:19:11,reverse,sell,bid,KCS-USDT,13.331,0.0661,0.06619467999999999,True,0.3984438377534927
18,KUCOIN,23:19:14,reverse,buy,ask,MIR-USDT,10.256,0.086,0.08604146636895474,False,0.3984438377534927
18,KUCOIN,23:19:14,reverse,sell,bid,MIR-KCS,0.7724,0.0859,0.08604146636895474,True,0.3984438377534927
18,KUCOIN,23:19:14,reverse,sell,bid,KCS-USDT,13.331,0.0661,0.06619467999999999,True,0.3984438377534927
19,KUCOIN,23:19:16,reverse,buy,ask,MIR-USDT,10.256,0.086,0.08604146636895474,False,0.3984438377534927
