scan_id,id,asset,type,balance,available,holds
84,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
84,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
84,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
84,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
84,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
84,6084fed6dc130a0006a367fd,USDC,trade,0.00016175,0.00016175,0
93,607a84fde7edca0006274104,USDT,trade,78.51808297,78.51808297,0
93,60822a934f0cad00061d0cd7,KCS,trade,1.5822847,1.5822847,0
93,6084d015888d550006aa398f,BTC,trade,0.00016299,0.00016299,0
93,60839ddc5c9af90006031019,ETH,trade,0.00101384,0.00101384,0
93,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
93,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
93,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
93,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
93,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
93,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
93,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
93,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
93,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
93,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
93,6084fed6dc130a0006a367fd,USDC,trade,0.00016175,0.00016175,0
