scan_id,id,asset,type,balance,available,holds
24,607a84fde7edca0006274104,USDT,trade,78.56381097,78.56381097,0
24,60822a934f0cad00061d0cd7,KCS,trade,1.59188902,1.59188902,0
24,6084d015888d550006aa398f,BTC,trade,0.00016309,0.00016309,0
24,60839ddc5c9af90006031019,ETH,trade,0.00100515,0.00100515,0
24,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
24,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
24,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
24,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
24,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
24,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
24,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
24,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
24,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
24,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
60,607a84fde7edca0006274104,USDT,trade,78.56263867,78.56263867,0
60,60822a934f0cad00061d0cd7,KCS,trade,1.59172872,1.59172872,0
60,6084d015888d550006aa398f,BTC,trade,0.00016309,0.00016309,0
60,60839ddc5c9af90006031019,ETH,trade,0.00100515,0.00100515,0
60,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
60,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
60,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
60,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
60,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
60,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
60,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
60,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
60,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
60,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
77,607a84fde7edca0006274104,USDT,trade,78.56435804,78.56435804,0
77,60822a934f0cad00061d0cd7,KCS,trade,1.58256924,1.58256924,0
77,6084d015888d550006aa398f,BTC,trade,0.0001631,0.0001631,0
77,60839ddc5c9af90006031019,ETH,trade,0.00100515,0.00100515,0
77,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
77,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
77,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
77,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
77,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
77,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
77,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
77,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
77,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
77,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
83,607a84fde7edca0006274104,USDT,trade,78.56443281,78.56443281,0
83,60822a934f0cad00061d0cd7,KCS,trade,1.58256924,1.58256924,0
83,6084d015888d550006aa398f,BTC,trade,0.0001631,0.0001631,0
83,60839ddc5c9af90006031019,ETH,trade,0.00100515,0.00100515,0
83,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
83,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
83,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
83,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
83,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
83,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
83,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
83,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
83,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
83,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
83,6084fed6dc130a0006a367fd,USDC,trade,6.554e-05,0.00006554,0
84,607a84fde7edca0006274104,USDT,trade,78.53283188,78.53283188,0
84,60822a934f0cad00061d0cd7,KCS,trade,1.58237306,1.58237306,0
84,6084d015888d550006aa398f,BTC,trade,0.0001631,0.0001631,0
84,60839ddc5c9af90006031019,ETH,trade,0.00101384,0.00101384,0
84,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
84,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
84,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
84,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
84,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
