scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
3,KUCOIN,19:03:53,reverse,buy,ask,EOS-USDT,7.2114,0.8568,0.8568286276453115,True,-0.14816132789750025
3,KUCOIN,19:03:53,reverse,sell,bid,EOS-USDC,7.2370,0.8568,0.8568286276453115,True,-0.14816132789750025
3,KUCOIN,19:03:53,reverse,sell,bid,USDC-USDT,0.99978,6.1802,6.1802936299999995,True,-0.14816132789750025
4,KUCOIN,19:04:03,reverse,buy,ask,EOS-USDT,7.2043,0.0001,0.0001003168635398304,False,0.31686353983040316
4,KUCOIN,19:04:03,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.0001003168635398304,False,0.31686353983040316
4,KUCOIN,19:04:03,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.31686353983040316
5,KUCOIN,19:04:05,reverse,buy,ask,EOS-USDT,7.2075,0.0001,0.00010027232466181064,False,0.272324661810619
5,KUCOIN,19:04:05,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010027232466181064,False,0.272324661810619
5,KUCOIN,19:04:05,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.272324661810619
6,KUCOIN,19:04:07,forward,buy,ask,BTC-USDT,54751.9,1.401e-05,1.4012382070320849e-05,True,-0.4236493615132231
6,KUCOIN,19:04:07,forward,buy,ask,XDB-BTC,0.00000212,6.5478,6.547842088934977,True,-0.4236493615132231
6,KUCOIN,19:04:07,forward,sell,bid,XDB-USDT,0.11667268,6.5477,6.547842088934977,True,-0.4236493615132231
9,KUCOIN,19:04:18,reverse,buy,ask,EOS-USDT,7.2151,0.0001,0.00010016670316419734,False,0.16670316419731268
9,KUCOIN,19:04:18,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010016670316419734,False,0.16670316419731268
9,KUCOIN,19:04:18,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.16670316419731268
10,KUCOIN,19:04:20,reverse,buy,ask,EOS-USDT,7.2156,0.0001,0.00010015976218193915,False,0.15976218193913816
10,KUCOIN,19:04:20,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010015976218193915,False,0.15976218193913816
10,KUCOIN,19:04:20,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.15976218193913816
13,KUCOIN,19:04:27,reverse,buy,ask,DOGE-USDT,0.59920,72.7332,4368.3411,True,0.040457276368499606
13,KUCOIN,19:04:27,reverse,sell,bid,DOGE-BTC,0.00001095,72.7332,4368.3411,True,0.040457276368499606
13,KUCOIN,19:04:27,reverse,sell,bid,BTC-USDT,54743.6,0.00079642,0.04781399080659656,True,0.040457276368499606
15,KUCOIN,19:04:34,reverse,buy,ask,EOS-USDT,7.2117,0.0001,0.00010022102416905863,False,0.22102416905862565
15,KUCOIN,19:04:34,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010022102416905863,False,0.22102416905862565
15,KUCOIN,19:04:34,reverse,sell,bid,KCS-USDT,14.122,0.0,5.118000000000001e-05,False,0.22102416905862565
16,KUCOIN,19:04:37,reverse,buy,ask,EOS-USDT,7.2074,0.0001,0.00010028081693814693,False,0.28081693814692166
16,KUCOIN,19:04:37,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010028081693814693,False,0.28081693814692166
16,KUCOIN,19:04:37,reverse,sell,bid,KCS-USDT,14.122,0.0,5.118000000000001e-05,False,0.28081693814692166
17,KUCOIN,19:04:40,reverse,buy,ask,EOS-USDT,7.2098,0.0001,0.00010024743543510223,False,0.24743543510221677
17,KUCOIN,19:04:40,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010024743543510223,False,0.24743543510221677
17,KUCOIN,19:04:40,reverse,sell,bid,KCS-USDT,14.122,0.0,5.118000000000001e-05,False,0.24743543510221677
18,KUCOIN,19:04:42,reverse,buy,ask,EOS-USDT,7.2065,0.0001,0.00010029334073405955,False,0.29334073405953287
18,KUCOIN,19:04:42,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010029334073405955,False,0.29334073405953287
18,KUCOIN,19:04:42,reverse,sell,bid,KCS-USDT,14.122,0.0,5.118000000000001e-05,False,0.29334073405953287
19,KUCOIN,19:04:45,reverse,buy,ask,EOS-USDT,7.2011,0.0001,0.00010036144200191639,False,0.36144200191639
19,KUCOIN,19:04:45,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010036144200191639,False,0.36144200191639
19,KUCOIN,19:04:45,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.36144200191639
20,KUCOIN,19:04:47,reverse,buy,ask,EOS-USDT,7.2011,0.0001,0.00010036144200191639,False,0.36144200191639
20,KUCOIN,19:04:47,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010036144200191639,False,0.36144200191639
20,KUCOIN,19:04:47,reverse,sell,bid,KCS-USDT,14.121,0.0,5.118000000000001e-05,False,0.36144200191639
21,KUCOIN,19:04:50,reverse,buy,ask,EOS-USDT,7.2083,0.0001,0.00010026829626957813,False,0.2682962695781388
21,KUCOIN,19:04:50,reverse,sell,bid,EOS-KCS,0.5118,0.0001,0.00010026829626957813,False,0.2682962695781388
