scan_id,id,asset,type,balance,available,holds
3,607a84fde7edca0006274104,USDT,trade,87.13581512,87.13581512,0
3,60822a934f0cad00061d0cd7,KCS,trade,0.83648509,0.83648509,0
3,6084d015888d550006aa398f,BTC,trade,0.0001,0.0001,0
3,60839ddc5c9af90006031019,ETH,trade,0.00101447,0.00101447,0
3,6084fed6dc130a0006a367fd,USDC,trade,2.58669239,2.58669239,0
3,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
3,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
3,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
3,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
3,6084f58adc130a0006986bbd,POLK,trade,0.0028,0.0028,0
3,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
3,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
3,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
3,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
3,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
3,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
6,607a84fde7edca0006274104,USDT,trade,87.13215996,87.13215996,0
6,60822a934f0cad00061d0cd7,KCS,trade,0.8363756,0.8363756,0
6,6084d015888d550006aa398f,BTC,trade,0.00010006,0.00010006,0
6,60839ddc5c9af90006031019,ETH,trade,0.00101447,0.00101447,0
6,6084fed6dc130a0006a367fd,USDC,trade,2.58669239,2.58669239,0
6,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
6,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
6,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
6,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
6,6084f58adc130a0006986bbd,POLK,trade,0.0028,0.0028,0
6,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
6,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
6,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
6,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
