scan_id,starting_qty,ending_qty,profit,asset,total_arbitrage_time_secs
3,43.581748245,43.581748245,0.0,USDT,7.82819
6,43.581748245,43.582454872784,0.0007066277839982149,USDT,5.1347
13,,,0.0,,4.00426
28,43.581748245,43.579931045,-0.0018171999999978539,USDT,7.34235
46,43.581748245,43.581748245,0.0,USDT,5.49669
