scan_id,exchange,target,pair,net_forward,net_reverse,timestamp,best_direction,left_x_target_rate,right_x_target_rate,pair_rate,scan_time_secs
0,KUCOIN,USDT,OMGETH,-0.3022199249578472,-0.20531968390804511,02:02:51,reverse,9.744,3347.33,0.002905,0.64394
0,KUCOIN,USDT,OMGBTC,-0.2838903896563383,-0.20910535714284695,02:02:51,reverse,9.744,55395.8,0.00017553,0.64394
0,KUCOIN,USDT,MANABTC,-0.06201761817854479,-0.1074164021006907,02:02:51,forward,1.3475,55395.9,2.434e-05,0.64394
0,KUCOIN,USDT,MANAETH,-0.03515038598472797,-0.16011979645728092,02:02:51,forward,1.3475,3347.34,0.0004027,0.64394
0,KUCOIN,USDT,ETNBTC,0.018713151222127244,-0.05300170104086677,02:02:51,forward,0.0212206,55395.9,3.83e-07,0.64394
0,KUCOIN,USDT,DGBBTC,-0.5176189838173806,-0.26623760941992813,02:02:51,reverse,0.144969,55395.8,2.61e-06,0.64394
0,KUCOIN,USDT,DGBETH,-0.38210478828931693,-0.482225165380179,02:02:51,forward,0.144386,3347.34,4.33e-05,0.64394
0,KUCOIN,USDT,ENJBTC,-0.09360425568181174,-0.11743159356365496,02:02:51,forward,2.4451,55395.9,4.418e-05,0.64394
0,KUCOIN,USDT,ENJETH,-0.1966655909654058,-0.13785162950256113,02:02:51,reverse,2.4486,3347.33,0.0007305,0.64394
0,KUCOIN,USDT,SNXETH,-0.22422412399421,-0.26660552291809525,02:02:51,forward,17.35044,3347.34,0.005195,0.64394
0,KUCOIN,USDT,SNXBTC,-0.13773204953805296,-0.16987355992565956,02:02:51,forward,17.35044,55395.9,0.00031364,0.64394
0,KUCOIN,USDT,DASHETH,-0.17745589162364572,-0.1469438292575509,02:02:51,reverse,385.61,3347.33,0.11503,0.64394
0,KUCOIN,USDT,DASHBTC,-0.17047424998485328,-0.11488358704390134,02:02:51,reverse,385.61,55395.8,0.006953,0.64394
0,KUCOIN,USDT,EOSKCS,-0.2316448043478303,-0.18191717538360574,02:02:51,reverse,7.2732,14.252,0.5094,0.64394
0,KUCOIN,USDT,ETCETH,-0.19447020514454794,-1.1884441196863493,02:02:51,forward,80.3002,3347.34,0.024036,0.64394
0,KUCOIN,USDT,EOSBTC,-0.10259441570856787,-0.07247208931420168,02:02:51,reverse,7.2732,55395.8,0.0001312,0.64394
0,KUCOIN,USDT,ETCBTC,-0.05726885944682403,-0.0530632751299831,02:02:51,reverse,80.3333,55395.8,0.0014494,0.64394
0,KUCOIN,USDT,EOSETH,-0.08406021045839207,-0.03848704834187311,02:02:51,reverse,7.2732,3347.33,0.002172,0.64394
0,KUCOIN,USDT,GASBTC,-1.1288866185616975,-0.22285707727104365,02:02:51,reverse,14.8115,55395.8,0.00026678,0.64394
0,KUCOIN,USDT,BCHBTC,-0.09043615892131429,0.006340381295366626,02:02:51,reverse,1077.38,55395.8,0.01945,0.64394
0,KUCOIN,USDT,LTCETH,-0.04701177361541298,-0.045760966026275884,02:02:51,reverse,326.782,3347.33,0.09758,0.64394
0,KUCOIN,USDT,LTCBTC,-0.0675829816191964,0.016286086748951156,02:02:51,reverse,326.782,55395.8,0.0059,0.64394
0,KUCOIN,USDT,IOSTETH,-0.062395912932511344,-0.6130542118432003,02:02:51,forward,0.05988,3347.34,1.79e-05,0.64394
0,KUCOIN,USDT,IOSTBTC,-0.8306033180907502,-1.128430358632193,02:02:51,forward,0.05988,55395.9,1.09e-06,0.64394
0,KUCOIN,USDT,TELBTC,-0.29727159008109405,-0.419651228834772,02:02:51,forward,0.02365001,55395.9,4.282e-07,0.64394
0,KUCOIN,USDT,TELETH,-0.20742163463026708,-0.1368757611382665,02:02:51,reverse,0.02369806,3347.33,7.07e-06,0.64394
0,KUCOIN,USDT,TKYBTC,-0.4980512998254305,-0.35184912959379533,02:02:51,reverse,0.002068,55395.8,3.72e-08,0.64394
0,KUCOIN,USDT,NANOBTC,-0.3126482188064772,-0.14029689061541006,02:02:51,reverse,9.570865,55395.8,0.00017253,0.64394
0,KUCOIN,USDT,NANOETH,-0.7278518728370154,-0.5264833847306472,02:02:51,reverse,9.570865,3347.33,0.0028442,0.64394
0,KUCOIN,USDT,TKYETH,-11.784965290136562,-2.8821083172147155,02:02:51,reverse,0.002068,3347.33,6e-07,0.64394
0,KUCOIN,USDT,ZILBTC,-0.13235520108655363,-0.1853239436619747,02:02:51,forward,0.2058,55395.9,3.72e-06,0.64394
0,KUCOIN,USDT,LTCKCS,-0.288502152181791,0.09659405964834722,02:02:51,reverse,326.782,14.252,22.951,0.64394
0,KUCOIN,USDT,MANBTC,-1.0858944897384593,-0.7529412856811302,02:02:51,reverse,0.107725,55395.8,1.93e-06,0.64394
0,KUCOIN,USDT,ZILETH,-0.029830748754722247,-0.1816114618746978,02:02:51,forward,0.2058,3347.34,6.15e-05,0.64394
0,KUCOIN,USDT,TOMOETH,-0.4757216023104638,-0.7367957720811669,02:02:51,forward,2.87268,3347.34,0.0008623,0.64394
