scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
4,KUCOIN,02:02:58,reverse,buy,ask,SWINGBY-USDT,0.3592,1.4194,1.4194402650334073,True,0.24295657015589445
4,KUCOIN,02:02:58,reverse,sell,bid,SWINGBY-BTC,0.00000650,1.4194,1.4194402650334073,True,0.24295657015589445
4,KUCOIN,02:02:58,reverse,sell,bid,BTC-USDT,55395.8,9.2e-06,9.203999999999999e-06,False,0.24295657015589445
5,KUCOIN,02:03:00,reverse,buy,ask,SWINGBY-USDT,0.3592,1.4194,1.4194402650334073,True,0.24295657015589445
5,KUCOIN,02:03:00,reverse,sell,bid,SWINGBY-BTC,0.00000650,1.4194,1.4194402650334073,True,0.24295657015589445
5,KUCOIN,02:03:00,reverse,sell,bid,BTC-USDT,55395.8,9.2e-06,9.203999999999999e-06,False,0.24295657015589445
6,KUCOIN,02:03:03,reverse,buy,ask,SWINGBY-USDT,0.3592,1.4194,1.4194402650334073,True,0.24295657015589445
6,KUCOIN,02:03:03,reverse,sell,bid,SWINGBY-BTC,0.00000650,1.4194,1.4194402650334073,True,0.24295657015589445
6,KUCOIN,02:03:03,reverse,sell,bid,BTC-USDT,55395.8,9.2e-06,9.203999999999999e-06,False,0.24295657015589445
7,KUCOIN,02:03:05,reverse,buy,ask,SWINGBY-USDT,0.3592,1.4194,1.4194402650334073,True,0.24295657015589445
7,KUCOIN,02:03:05,reverse,sell,bid,SWINGBY-BTC,0.00000650,1.4194,1.4194402650334073,True,0.24295657015589445
7,KUCOIN,02:03:05,reverse,sell,bid,BTC-USDT,55395.8,9.2e-06,9.203999999999999e-06,False,0.24295657015589445
8,KUCOIN,02:03:08,reverse,buy,ask,SWINGBY-USDT,0.3592,1.4194,1.4194402650334073,True,0.24295657015589445
8,KUCOIN,02:03:08,reverse,sell,bid,SWINGBY-BTC,0.00000650,1.4194,1.4194402650334073,True,0.24295657015589445
8,KUCOIN,02:03:08,reverse,sell,bid,BTC-USDT,55395.8,9.2e-06,9.203999999999999e-06,False,0.24295657015589445
9,KUCOIN,02:03:10,forward,buy,ask,BTC-USDT,55395.9,1.55e-06,1.558413167761513e-06,False,0.6120450504646158
9,KUCOIN,02:03:10,forward,buy,ask,MLK-BTC,0.00002973,0.0521,0.052418875471292065,False,0.6120450504646158
9,KUCOIN,02:03:10,forward,sell,bid,MLK-USDT,1.65700,0.0521,0.052418875471292065,False,0.6120450504646158
10,KUCOIN,02:03:12,forward,buy,ask,BTC-USDT,55379.0,1.55e-06,1.5588887484425506e-06,False,0.6427488111203195
10,KUCOIN,02:03:12,forward,buy,ask,MLK-BTC,0.00002973,0.0521,0.052434872130593696,False,0.6427488111203195
10,KUCOIN,02:03:12,forward,sell,bid,MLK-USDT,1.65700,0.0521,0.052434872130593696,False,0.6427488111203195
