scan_id,profit,total_arbitrage_time_secs,starting_qty,ending_qty,asset
23,0.0,3.86638,,,
24,0.0,10.06459,35.319437945,35.319437945,USDT
27,0.0,3.67381,35.319437945,35.319437945,USDT
28,0.00017376000000268732,8.47549,35.319437945,35.319611705,USDT
32,0.0002327999999991448,7.20101,35.319437945,35.319670744999996,USDT
