scan_id,id,asset,type,balance,available,holds
23,607a84fde7edca0006274104,USDT,trade,70.63887589,70.63887589,0
23,60822a934f0cad00061d0cd7,KCS,trade,1.79244537,1.79244537,0
23,6084d015888d550006aa398f,BTC,trade,0.00016321,0.00016321,0
23,60839ddc5c9af90006031019,ETH,trade,0.00101386,0.00101386,0
23,6084fed6dc130a0006a367fd,USDC,trade,2.56636175,2.56636175,0
23,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
23,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
23,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
23,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
23,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
23,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
23,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
23,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
23,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
23,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
23,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
24,607a84fde7edca0006274104,USDT,trade,70.25374555,70.25374555,0
24,60822a934f0cad00061d0cd7,KCS,trade,1.72396369,1.72396369,0
24,6084d015888d550006aa398f,BTC,trade,0.00016321,0.00016321,0
24,60839ddc5c9af90006031019,ETH,trade,0.00101386,0.00101386,0
24,6084fed6dc130a0006a367fd,USDC,trade,2.56636175,2.56636175,0
24,6083a661988cba0006445582,UNI,trade,0.0315,0.0315,0
24,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
24,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
24,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
24,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
24,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
24,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
24,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
24,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
24,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
24,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
24,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
27,607a84fde7edca0006274104,USDT,trade,70.25347422,70.25347422,0
27,60822a934f0cad00061d0cd7,KCS,trade,1.72383385,1.72383385,0
27,6084d015888d550006aa398f,BTC,trade,0.00016328,0.00016328,0
27,60839ddc5c9af90006031019,ETH,trade,0.00101386,0.00101386,0
27,6084fed6dc130a0006a367fd,USDC,trade,2.56636175,2.56636175,0
27,6083a661988cba0006445582,UNI,trade,0.0315,0.0315,0
27,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
27,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
27,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
27,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
27,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
27,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
27,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
27,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
27,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
27,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
27,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
28,607a84fde7edca0006274104,USDT,trade,70.84827951,70.84827951,0
28,60822a934f0cad00061d0cd7,KCS,trade,1.72366544,1.72366544,0
28,6084d015888d550006aa398f,BTC,trade,0.00015248,0.00015248,0
28,60839ddc5c9af90006031019,ETH,trade,0.00101386,0.00101386,0
28,6084fed6dc130a0006a367fd,USDC,trade,2.56636175,2.56636175,0
28,6083a661988cba0006445582,UNI,trade,0.0315,0.0315,0
28,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
28,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
28,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
28,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
28,6084f58adc130a0006986bbd,POLK,trade,0.0028,0.0028,0
28,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
28,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
28,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
28,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
28,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
28,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
32,607a84fde7edca0006274104,USDT,trade,61.35625657,61.35625657,0
32,60822a934f0cad00061d0cd7,KCS,trade,1.6872938,1.6872938,0
32,6083a661988cba0006445582,UNI,trade,0.2627,0.2627,0
32,6084d015888d550006aa398f,BTC,trade,0.00015248,0.00015248,0
32,60839ddc5c9af90006031019,ETH,trade,0.00101386,0.00101386,0
32,6084fed6dc130a0006a367fd,USDC,trade,2.56636175,2.56636175,0
32,60839b050df33600068acacf,MIR,trade,0.0893,0.0893,0
32,6091ede64cdb0b0006350d3d,LTC,trade,0.002524,0.002524,0
32,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
32,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
32,6084f58adc130a0006986bbd,POLK,trade,0.0028,0.0028,0
32,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
32,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
32,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
32,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
32,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
32,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
