scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
0,KUCOIN,02:40:34,forward,buy,ask,BTC-USDT,56119.6,5.74e-06,5.748532776427487e-06,False,0.39534033498838106
0,KUCOIN,02:40:34,forward,buy,ask,POLK-BTC,0.00003608,0.159,0.15932740511162657,True,0.39534033498838106
0,KUCOIN,02:40:34,forward,sell,bid,POLK-USDT,2.0328,0.159,0.15932740511162657,True,0.39534033498838106
1,KUCOIN,02:40:37,forward,buy,ask,BTC-USDT,56119.6,5.74e-06,5.748532776427487e-06,False,0.39534033498838106
1,KUCOIN,02:40:37,forward,buy,ask,POLK-BTC,0.00003608,0.159,0.15932740511162657,True,0.39534033498838106
1,KUCOIN,02:40:37,forward,sell,bid,POLK-USDT,2.0328,0.159,0.15932740511162657,True,0.39534033498838106
2,KUCOIN,02:40:40,forward,buy,ask,BTC-USDT,56130.1,5.74e-06,5.7474574248041605e-06,False,0.3765598397903247
2,KUCOIN,02:40:40,forward,buy,ask,POLK-BTC,0.00003608,0.159,0.15929760046574723,True,0.3765598397903247
2,KUCOIN,02:40:40,forward,sell,bid,POLK-USDT,2.0328,0.159,0.15929760046574723,True,0.3765598397903247
3,KUCOIN,02:40:42,forward,buy,ask,BTC-USDT,56142.0,5.74e-06,5.746239179224111e-06,False,0.35528377085631835
3,KUCOIN,02:40:42,forward,buy,ask,POLK-BTC,0.00003608,0.159,0.15926383534434896,True,0.35528377085631835
3,KUCOIN,02:40:42,forward,sell,bid,POLK-USDT,2.0328,0.159,0.15926383534434896,True,0.35528377085631835
4,KUCOIN,02:40:45,forward,buy,ask,BTC-USDT,56142.6,1.293e-05,1.293e-05,True,-0.035791817198960185
4,KUCOIN,02:40:45,forward,buy,ask,POLK-BTC,0.00003608,0.3583,0.358370288248337,True,-0.035791817198960185
4,KUCOIN,02:40:45,forward,sell,bid,POLK-USDT,2.0249,0.3583,0.358370288248337,True,-0.035791817198960185
