scan_id,starting_qty,ending_qty,profit,asset,total_arbitrage_time_secs
61,39.350553035,39.350523001999996,-3.00330000015947e-05,USDT,9.18605
67,,,0.0,,3.43069
78,39.350553035,39.35359884018,0.003045805180001082,USDT,6.07791
