scan_id,id,asset,type,balance,available,holds
61,607a84fde7edca0006274104,USDT,trade,78.69223307,78.69223307,0
61,60822a934f0cad00061d0cd7,KCS,trade,1.58593752,1.58593752,0
61,6084d015888d550006aa398f,BTC,trade,0.00016309,0.00016309,0
61,60839ddc5c9af90006031019,ETH,trade,0.00100696,0.00100696,0
61,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
61,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
61,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
61,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
61,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
61,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
61,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
61,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
61,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
61,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
67,607a84fde7edca0006274104,USDT,trade,78.69223307,78.69223307,0
67,60822a934f0cad00061d0cd7,KCS,trade,1.58593752,1.58593752,0
67,6084d015888d550006aa398f,BTC,trade,0.00016309,0.00016309,0
67,60839ddc5c9af90006031019,ETH,trade,0.00100696,0.00100696,0
67,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
67,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
67,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
67,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
67,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
67,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
67,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
67,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
67,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
67,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
78,607a84fde7edca0006274104,USDT,trade,78.69496282,78.69496282,0
78,60822a934f0cad00061d0cd7,KCS,trade,1.5857165,1.5857165,0
78,6084d015888d550006aa398f,BTC,trade,0.00016309,0.00016309,0
78,60839ddc5c9af90006031019,ETH,trade,0.00100515,0.00100515,0
78,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
78,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
78,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
78,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
78,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
78,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
78,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
78,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
78,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
78,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
