scan_id,starting_qty,ending_qty,profit,asset,total_arbitrage_time_secs
5,43.32723319,43.32417969,-0.0030535000000000423,USDT,6.04837
7,43.32723319,33.03666255,-10.290570639999999,USDT,9.53826
