scan_id,exchange,timestamp,direction,order_type,side,pair,price,qty,max_trading_qty,valid,end_profit_percent
1,KUCOIN,01:55:39,reverse,buy,ask,KLV-USDT,0.08074,3.2061,3.2061572367694824,False,0.09232132771861412
1,KUCOIN,01:55:39,reverse,sell,bid,KLV-TRX,0.64692,3.2061,3.2061572367694824,True,0.09232132771861412
1,KUCOIN,01:55:39,reverse,sell,bid,TRX-USDT,0.124922,2.0722,2.072214144,True,0.09232132771861412
4,KUCOIN,01:55:46,reverse,buy,ask,KLV-USDT,0.08075,1.2762,1.276224110075294,False,-0.1467717647058886
4,KUCOIN,01:55:46,reverse,sell,bid,KLV-TRX,0.64875,1.2762,1.276224110075294,True,-0.1467717647058886
4,KUCOIN,01:55:46,reverse,sell,bid,TRX-USDT,0.124890,0.8251,0.825166922,False,-0.1467717647058886
5,KUCOIN,01:55:49,forward,buy,ask,BTC-USDT,55698.4,0.00025625,0.0002562594437183115,True,0.02561955685964623
5,KUCOIN,01:55:49,forward,buy,ask,LTX-BTC,0.00001768,14.4937,14.494312427506307,True,0.02561955685964623
5,KUCOIN,01:55:49,forward,sell,bid,LTX-USDT,0.9850,14.4937,14.494312427506307,True,0.02561955685964623
7,KUCOIN,01:55:58,forward,buy,ask,BTC-USDT,55727.7,0.00077748,0.0018421083329999998,True,0.05820946948333905
7,KUCOIN,01:55:58,forward,buy,ask,EQZ-BTC,0.00004592,16.9311,39.9503,True,0.05820946948333905
7,KUCOIN,01:55:58,forward,sell,bid,EQZ-USDT,2.5711,16.9311,39.9503,True,0.05820946948333905
